X,Species,Development,Agriculture,Energy & Mining,Transportation,Hunting & Trade,Logging,Fishing,Human disturbance,Fire,Dams,Invasive species &d Disease,Pollution,Geological Events,Climate change & severe weather,Other,sum,Family,Order,risk,iucn,NTVUENCR,NTVUENCREWEX,CLASS
2604,Hypsiboas caipora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2605,Hypsiboas calcaratus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2606,Hypsiboas callipleura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2607,Hypsiboas cambui,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2608,Hypsiboas cinerascens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2609,Hypsiboas cipoensis,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,,NA,3,Hylidae,Anura,NA,NA,,,AMPHIBIA
2610,Hypsiboas cordobae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2611,Hypsiboas crepitans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2612,Hypsiboas curupi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2613,Hypsiboas cymbalum,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,,NA,2,Hylidae,Anura,NA,NA,,,AMPHIBIA
2614,Hypsiboas dentei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2615,Hypsiboas diabolicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2616,Hypsiboas ericae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2617,Hypsiboas exastis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2618,Hypsiboas faber,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2619,Hypsiboas fasciatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2620,Hypsiboas freicanecae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2621,Hypsiboas fuentei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2622,Hypsiboas geographicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2623,Hypsiboas gladiator,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,,NA,3,Hylidae,Anura,NA,NA,,,AMPHIBIA
2624,Hypsiboas goianus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2625,Hypsiboas guentheri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2626,Hypsiboas heilprini,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,,NA,4,Hylidae,Anura,NA,NA,,,AMPHIBIA
2627,Hypsiboas hobbsi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2628,Hypsiboas hutchinsi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2629,Hypsiboas hypselops,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2630,Hypsiboas jaguariaiventris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2631,Hypsiboas jimenezi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2632,Hypsiboas joaquini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2633,Hypsiboas lanciformis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2634,Hypsiboas latistriatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2635,Hypsiboas lemai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2636,Hypsiboas leptolineatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2637,Hypsiboas leucocheilus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2638,Hypsiboas liliae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2639,Hypsiboas lundii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2640,Hypsiboas maculateralis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2641,Hypsiboas marginatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2642,Hypsiboas marianitae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2643,Hypsiboas melanopleura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2644,Hypsiboas microderma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2645,Hypsiboas multifasciatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2646,Hypsiboas nympha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2647,Hypsiboas ornatissimus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2648,Hypsiboas palaestes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2649,Hypsiboas paranaiba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2650,Hypsiboas pardalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2651,Hypsiboas pellucens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2652,Hypsiboas phaeopleura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2653,Hypsiboas picturatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2654,Hypsiboas poaju,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2655,Hypsiboas polytaenius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2656,Hypsiboas pombali,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2657,Hypsiboas prasinus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2658,Hypsiboas pugnax,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2659,Hypsiboas pulchellus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2660,Hypsiboas pulidoi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2661,Hypsiboas punctatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2662,Hypsiboas raniceps,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2663,Hypsiboas rhythmicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2664,Hypsiboas riojanus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2665,Hypsiboas roraima,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2666,Hypsiboas rosenbergi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2667,Hypsiboas rubracylus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2668,Hypsiboas rufitelus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2669,Hypsiboas secedens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2670,Hypsiboas semiguttatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2671,Hypsiboas semilineatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2672,Hypsiboas sibleszi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2673,Hypsiboas steinbachi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2674,Hypsiboas stellae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2675,Hypsiboas stenocephalus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2676,Hypsiboas tepuianus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2677,Hypsiboas tetete,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2678,Hypsiboas varelae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2679,Hypsiboas wavrini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2684,Isthmohyla infucata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2686,Isthmohyla lancasteri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,0,LC,,,AMPHIBIA
2687,Isthmohyla melacaena,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1,1,Hylidae,Anura,NA,NA,,,AMPHIBIA
2690,Isthmohyla pseudopuma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,0,LC,,,AMPHIBIA
2693,Isthmohyla xanthosticta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2695,Itapotihyla langsdorffii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,0,LC,,,AMPHIBIA
2696,Litoria adelaidensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,0,LC,,,AMPHIBIA
2697,Litoria albolabris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2698,Litoria amboinensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,0,LC,,,AMPHIBIA
2700,Litoria angiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,0,LC,,,AMPHIBIA
2701,Litoria arfakiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,0,LC,,,AMPHIBIA
2702,Litoria aruensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2703,Litoria auae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,0,LC,,,AMPHIBIA
2704,Litoria aurifera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2705,Litoria axillaris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2706,Litoria barringtonensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2708,Litoria bella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2709,Litoria biakensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2710,Litoria bibonius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,0,LC,,,AMPHIBIA
2711,Litoria bicolor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,0,LC,,,AMPHIBIA
2714,Litoria brongersmai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2715,Litoria bulmeri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2716,Litoria burrowsi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,0,LC,,,AMPHIBIA
2717,Litoria caerulea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,0,LC,,,AMPHIBIA
2718,Litoria callista,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2719,Litoria capitula,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2721,Litoria cavernicola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2722,Litoria chloris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,0,LC,,,AMPHIBIA
2723,Litoria chloristona,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2724,Litoria chloronota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2725,Litoria chrisdahli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2726,Litoria christianbergmanni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,0,LC,,,AMPHIBIA
2727,Litoria citropa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2728,Litoria congenita,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,0,LC,,,AMPHIBIA
2729,Litoria contrastens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2731,Litoria coplandi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,0,LC,,,AMPHIBIA
2732,Litoria corbeni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2733,Litoria cyclorhyncha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,0,LC,,,AMPHIBIA
2734,Litoria dahlii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,0,LC,,,AMPHIBIA
2735,Litoria darlingtoni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,0,LC,,,AMPHIBIA
2738,Litoria dentata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,0,LC,,,AMPHIBIA
2739,Litoria dorsalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,0,LC,,,AMPHIBIA
2740,Litoria dorsivena,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2741,Litoria dux,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2742,Litoria electrica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,0,LC,,,AMPHIBIA
2743,Litoria elkeae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2744,Litoria eschata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2745,Litoria eucnemis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,0,LC,,,AMPHIBIA
2746,Litoria eurynastes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2747,Litoria everetti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2748,Litoria ewingii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,0,LC,,,AMPHIBIA
2749,Litoria exophthalmia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,0,LC,,,AMPHIBIA
2750,Litoria fallax,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,0,LC,,,AMPHIBIA
2751,Litoria flavescens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,0,LC,,,AMPHIBIA
2753,Litoria fuscula,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2754,Litoria gasconi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2755,Litoria genimaculata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,0,LC,,,AMPHIBIA
2756,Litoria gilleni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,0,LC,,,AMPHIBIA
2757,Litoria gracilenta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,0,LC,,,AMPHIBIA
2758,Litoria graminea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2759,Litoria havina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,0,LC,,,AMPHIBIA
2760,Litoria hilli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2761,Litoria humboldtorum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,0,LC,,,AMPHIBIA
2762,Litoria hunti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2763,Litoria impura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,0,LC,,,AMPHIBIA
2764,Litoria inermis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,0,LC,,,AMPHIBIA
2765,Litoria infrafrenata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2766,Litoria iris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,0,LC,,,AMPHIBIA
2767,Litoria jervisiensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,0,LC,,,AMPHIBIA
2768,Litoria jeudii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2770,Litoria kroombitensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2771,Litoria kumae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2772,Litoria latopalmata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,0,LC,,,AMPHIBIA
2773,Litoria lesueurii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,0,LC,,,AMPHIBIA
2774,Litoria leucova,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2775,Litoria littlejohni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,0,LC,,,AMPHIBIA
2776,Litoria lodesdema,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2777,Litoria longicrus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2778,Litoria longirostris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,0,LC,,,AMPHIBIA
2780,Litoria louisiadensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,0,LC,,,AMPHIBIA
2782,Litoria macki,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2783,Litoria majikthise,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2784,Litoria mareku,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2785,Litoria megalops,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,NA,NA,,,AMPHIBIA
2786,Litoria meiriana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,0,LC,,,AMPHIBIA
2787,Litoria microbelos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,Hylidae,Anura,0,LC,,,AMPHIBIA
