Dataset,nest.ID,used,burned,hcov,vcov,hcov_10,vcov_10,mxheight,mxwidth,perwidth,percPG_10,percAG_10,percPF_10,percAF_10,percRC_10,percL_10,percBG_10,percRO_10,percShr_10,SageH_0,SageH_10,OShrH_0,OShrH_10,PgH_0,PgH_10,PfH_0,PfH_10,RgH_0,RgH_10,TaSage_5,TaSage_10,AllDwSage_5,AllDwSage_10,ALLSage_5,ALLSage_10,NonSageShr_5,NonSageShr_10,ALLShrs_5,ALLShr_10,PJ_5,PJ_10,Dead_5,Dead_10,Rabbitbrush_5,Rabbitbrush_10,Bitterbrush_5,Bitterbrush_10
BurnedvAll,17-SV-14NV3866-IR-N1,0,0,92,100,52.16666667,39,48,78,65,5.333333333,23,2.5,14.29166667,23.83333333,5.166666667,13.95833333,37.875,6.958333333,48,22.42857143,0,13.14285714,0,4.785714286,0,1.642857143,4,3.214285714,0,0,16.95,16.475,16.95,16.475,0,5,16.95,21.475,0,0,0,0,0,0,0,5
BurnedvAll,17-SV-14NV4171-IR-N1,0,1,63.33333333,4,50,16.66666667,84,107,52,2.5,2.5,2.5,2.5,2.5,2.5,62,2.5,40.33333333,84,47.5,53,26,0,1,0,0,0,0,15.26666667,16.56666667,1.2,0.6,16.46666667,17.16666667,5.866666667,7.033333333,22.33333333,24.2,0,0,0,0,5.866666667,7.033333333,0,0
BurnedvAll,17-SV-14NV4240-IR-N1,0,0,44,56,34.55555556,28,59,104,81,5.166666667,2.5,2.5,2.5,17,2.5,17,69.66666667,2.5,0,0,59,25.75,0,4,23,11,18,7.25,0,0,0,0,0,0,14.4,10.2,14.4,10.2,0,0,7.466666667,3.733333333,14.4,10.2,0,0
BurnedvAll,17-SV-14SO484-IR-N1,0,0,90,56,72.55555556,31,46,104,44,13.875,2.5,13.41666667,3.166666667,6.125,8.666666667,47.875,2.5,33.66666667,46,44.35714286,0,6.928571429,15,18.71428571,2,7.928571429,12,8.785714286,35.85,36.425,3.7,2.75,39.55,39.175,0,0,39.55,39.175,0,0,0,0,0,0,0,0
BurnedvAll,17-SV-BELLALUNA-IR-N1,0,0,81.33333333,100,58.27777778,48,119,155,117,2.5,31.33333333,2.5,2.5,24.58333333,11,37.16666667,2.5,23.375,119,84.64285714,0,12.64285714,0,0,0,0,6,4.142857143,28.5,18.4,0,0,28.5,18.4,0,0,28.5,18.4,0,0,0,0.275,0,0,0,0
BurnedvAll,17-SV-BILLIEJEAN-IR-N1,0,1,89.33333333,92,56.94444444,42.66666667,79,66,53,9.625,12.08333333,3.166666667,5.833333333,5.333333333,4.5,24,40.29166667,30.04166667,79,52.92857143,67,25.35714286,31,18.85714286,0,3.428571429,4,4.071428571,28.8,21.625,0,0,28.8,21.625,3.65,2.95,32.45,24.575,0,0,0,0,0,0,0,0
BurnedvAll,17-SV-BRANDI-IR-N1,0,0,27.33333333,8,24.77777778,4,60,88,55,2.5,31.33333333,5.166666667,5.166666667,32.16666667,5.166666667,14.33333333,23,2.5,0,0,60,15,0,0,0,1.75,6,5.25,0,0,0,0,0,0,4.866666667,3.1,4.866666667,3.1,0,0,0,0,0,0,0,0
BurnedvAll,17-SV-BRANDI-IR-N2,0,0,94,76,69.05555556,28.66666667,63,66,56,17.29166667,2.5,2.5,3.166666667,63,4,3.833333333,29.375,2.5,63,23.85714286,0,13.14285714,56,32.35714286,0,0,42,17.21428571,5.1,3.4,0,0,5.1,3.4,0,0,5.1,3.4,0,0,2.45,2.125,0,0,0,0
BurnedvAll,17-SV-MAGGIEMAY-IR-N1,0,0,80.66666667,84,48.05555556,29.33333333,47,105,75,4.666666667,6.5,3.833333333,5.166666667,12.625,7.166666667,24.45833333,58.20833333,3.166666667,0,0,47,23.57142857,18,11.07142857,0,0.714285714,2,4.785714286,0,0,0,0,0,0,6.75,5.225,6.75,5.225,0,0,2.05,1.025,0,0,0,0
BurnedvAll,17-SV-TESSABOOTS-IR-N1,0,0,58.66666667,8,59.77777778,4,153,69,49,78,2.5,5.166666667,2.5,2.5,7.833333333,10.5,2.5,2.5,0,0,153,38.25,24,29,7,5,0,0,0,0,0,0,0,0,7.533333333,3.766666667,7.533333333,3.766666667,0,0,0,0.233333333,0,0,0,0
BurnedvAll,18-SV-FID1036-IR-N,0,1,73.33333333,92,58.16666667,31.33333333,91,153,122,13.45833333,11.5,2.5,2.5,41.95833333,11.29166667,11.79166667,2.5,6.791666667,0,0,91,53.21428571,9,12.5,7,9.928571429,2,4.214285714,0,0,0,0,0,0,13.2,6.6,13.2,6.6,0,0,0,0,0,0,12.85,6.425
BurnedvAll,18-SV-FID1042-IR-N,0,0,67.33333333,96,37.33333333,32,80,107,89,6.833333333,2.5,2.5,3.166666667,3.166666667,4.666666667,84.04166667,2.5,7.625,80,42.28571429,0,7.928571429,7,7.071428571,10,5.214285714,8,8.785714286,20.3,15.475,0,0,20.3,15.475,0,7.875,20.3,23.35,0,0,0,0,0,0,0,0
BurnedvAll,18-SV-FID1043-IR-N,0,0,47.33333333,64,50.83333333,29.33333333,77,129,116,2.5,7.625,2.5,12.33333333,3.833333333,3.166666667,55.5,2.5,31.08333333,77,47.85714286,46,46.35714286,0,0.642857143,0,0,21,5.785714286,55.95,48.625,0,0,55.95,48.625,2.6,1.3,58.55,49.925,0,0,6.15,10.1,0,0,0,0
BurnedvAll,18-SV-FID1048-IR-N,0,0,92.66666667,84,61.55555556,34,105,247,225,13.41666667,9.708333333,3.833333333,2.5,7.333333333,3.166666667,10.375,22.41666667,44.29166667,0,18.85714286,105,56.85714286,19,20.92857143,0,5.5,10,13.14285714,0,0,10,12.95,10,12.95,18.2,9.1,28.2,22.05,0,0,0,1.575,0,0,16.9,8.45
BurnedvAll,18-SV-FID1049-IR-N,0,0,92.66666667,92,62.61111111,33.66666667,78,111,68,3.166666667,21.45833333,2.5,2.5,3.166666667,4.666666667,63.79166667,2.5,25.5,0,0,78,62.92857143,0,1.714285714,0,1.785714286,14,7.785714286,0,0,0,0,0,0,33.8,30.575,33.8,30.575,0,0,0,0,0,0,0,0
BurnedvAll,18-SV-FID1056-IR-N,0,0,79.33333333,100,66,33.66666667,104,179,110,6.791666667,38.33333333,5.458333333,3.166666667,34.79166667,3.166666667,6.125,11.83333333,13.41666667,0,0,104,44.57142857,0,12.07142857,0,3.642857143,51,16.28571429,0,0,0,0,0,0,15.25,7.625,15.25,7.625,0,0,2.7,1.35,0,0,0,0
BurnedvAll,18-SV-FID1058-IR-N,0,0,90,100,67.05555556,33.66666667,81,112,94,2.5,30.91666667,2.5,8,38.83333333,8,6.666666667,17.875,6.958333333,81,34.71428571,0,5.714285714,0,0,0,0.714285714,30,11.21428571,0,0,12.25,6.125,12.25,6.125,0,0,12.25,6.125,0,0,0,0,0,0,0,0
BurnedvAll,18-SV-FID1059-IR-N,0,1,77.33333333,100,59.44444444,33.33333333,72,141,133,2.5,33.625,2.5,2.5,54.45833333,5.166666667,12.75,6.666666667,3.833333333,0,0,72,32.92857143,50,14.28571429,0,1.571428571,38,13.57142857,0,0,0,0,0,0,10,5,10,5,0,0,3.8,3.95,0,0,0,0
BurnedvAll,18-SV-FID1061-IR-N,0,1,81.33333333,84,64.38888889,28,63,146,96,20.625,11,8.291666667,2.5,18.375,12.125,6,21.58333333,5.458333333,0,0,63,30,41,35.28571429,18,21.92857143,12,14.64285714,0,0,0,0,0,0,9.25,4.625,9.25,4.625,0,0,2.35,1.175,9.25,4.625,0,0
BurnedvAll,18-SV-FID1065-IR-N,0,0,95.33333333,28,80.5,24.66666667,83,103,73,10.29166667,7.333333333,3.166666667,11.66666667,10,17.125,48.75,3.166666667,21.83333333,83,70,0,4.714285714,8,21.14285714,0,0.928571429,3,7,49.4,45.9,0,0,49.4,45.9,0,0,49.4,45.9,0,0,2.6,1.3,0,0,0,0
BurnedvAll,18-SV-FID1067-IR-N,0,0,91.33333333,88,70.55555556,43,55,142,90,12.5,26.20833333,2.5,2.5,19.41666667,12.33333333,9.416666667,26.91666667,15.54166667,55,47.78571429,0,15.57142857,59,39.35714286,0,2.214285714,19,20,19.35,25.2,0,0,19.35,25.2,0,0,19.35,25.2,0,0,0,0,0,0,0,0
BurnedvAll,18-SV-FID1077-IR-N,0,1,55.33333333,96,47.27777778,33,40,96,79,2.5,7.5,6,2.5,21.83333333,8.833333333,9.708333333,48.16666667,2.5,40,14.28571429,0,5.142857143,24,12.78571429,19,15.64285714,11,9.285714286,0,0,12.15,6.075,12.15,6.075,0,0,12.15,6.075,0,0,1.35,0.675,0,0,0,0
BurnedvAll,18-SV-FID1079-IR-N,0,1,36.66666667,0,34.11111111,0,50,99,63,3.833333333,31.08333333,3.166666667,3.166666667,17.08333333,11.66666667,28.95833333,13.16666667,2.5,0,0,50,19.14285714,26,15.35714286,0,9.142857143,15,7.214285714,0,0,0,0,0,0,0,0,0,0,0,0,12.65,6.325,0,0,0,0
BurnedvAll,18-SV-FID1080-IR-N,0,1,69.33333333,64,39.22222222,21.66666667,123,141,122,2.5,32.75,3.833333333,3.166666667,12.75,17.875,26.54166667,2.5,14.54166667,0,0,123,79.92857143,46,25.28571429,0,27.21428571,35,11.64285714,0,0,0,0,0,0,23.5,11.75,23.5,11.75,0,0,2.2,6.575,0,0,0,0
BurnedvAll,18-SV-FID1082-IR-N,0,1,78,80,56.66666667,26.66666667,79,137,107,6.166666667,6.666666667,14.08333333,2.5,5.166666667,20.04166667,3.166666667,36.75,13.04166667,0,0,79,33.85714286,45,37.92857143,21,22.21428571,44,15,0,0,0,0,0,0,10.65,5.325,10.65,5.325,0,0,0,0,0,0,10.65,5.325
BurnedvAll,18-SV-FID1088-IR-N,0,1,98.66666667,80,78.38888889,28.66666667,75,118,103,18.75,12.45833333,7.541666667,2.5,13.125,21.70833333,15.33333333,2.5,14.79166667,75,45.14285714,0,30.35714286,24,19.28571429,0,14.07142857,6,4.928571429,13.75,9.2,0,0,13.75,9.2,7.1,7.4,20.85,16.6,0,0,0,0,0,0,0,0
BurnedvAll,18-SV-FID32-IR-N,0,0,84,80,50.94444444,37.66666667,51,67,45,4.666666667,10.45833333,2.5,3.166666667,5.333333333,18.29166667,55.70833333,4,33.83333333,51,49.21428571,0,17.92857143,32,22.64285714,0,1.857142857,12,10.21428571,9.95,11.8,6.55,3.275,16.5,15.075,0,1.475,16.5,16.55,0,0,6.25,5.6,0,0,0,0
BurnedvAll,18-SV-FID33-IR-N,0,0,84,80,47.55555556,28.66666667,64,137,119,2.5,9.333333333,4.666666667,3.166666667,20.70833333,7.333333333,37.75,24.58333333,10.91666667,0,0,64,36,0,1.642857143,0,12.07142857,23,9.571428571,0,0,0,0,0,0,13.15,7.85,13.15,7.85,0,0,0,0,0,0,10.6,5.3
BurnedvAll,18-SV-FID35-IR-N,0,0,87.33333333,96,52.72222222,47.33333333,66,84,45,2.5,3.833333333,2.5,3.833333333,3.833333333,12.41666667,46.875,26.41666667,29.29166667,66,44.28571429,0,31.21428571,25,9.571428571,0,0,5,6.142857143,16.3,9.025,0,0.65,16.3,9.675,13.1,15.825,29.4,25.5,0,0,0,0,0,0,0,0
BurnedvAll,18-SV-FID39-IR-N,0,1,56,0,45.88888889,0.666666667,59,85,59,3.166666667,20.91666667,4.666666667,6,30.29166667,16.33333333,3.833333333,31.95833333,2.5,0,0,59,18.07142857,0,1.785714286,0,3.285714286,25,11.21428571,0,0,0,0,0,0,0,0,0,0,0,0,1.85,0.925,0,0,0,0
BurnedvAll,18-SV-FID40-IR-N,0,0,63.33333333,32,51.55555556,10.66666667,47,119,98,4.666666667,23.625,6.125,3.833333333,17.95833333,12.33333333,23.79166667,14.83333333,2.5,47,37.07142857,0,2,39,22.21428571,0,6.571428571,17,8.642857143,11.5,9.2,0,0,11.5,9.2,0,0,11.5,9.2,0,0,0,1,0,0,0,0
